ort,plz,landkreis,bundesland,lat,lon
Neustadt,35279,Landkreis Marburg-Biedenkopf,Hessen,50.84426205,9.10437940314108
Neustadt a.Main,97845,Landkreis Main-Spessart,Bayern,49.9326178,9.5694476
Neustadt am Kulm,95514,Landkreis Neustadt an der Waldnaab,Bayern,49.8256936,11.835319
Neustadt am Rübenberge,31535,Region Hannover,Niedersachsen,52.5055135,9.4635826
Neustadt an der Aisch,91413,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern,49.5800045,10.6087584
Neustadt an der Donau,93333,Landkreis Kelheim,Bayern,48.8091474,11.7638092
Neustadt an der Orla,07806,Saale-Orla-Kreis,Thüringen,50.7364311,11.7458512
Neustadt an der Waldnaab,92660,Landkreis Neustadt an der Waldnaab,Bayern,49.7314121,12.1732938
Neustadt an der Weinstraße,67433,,Rheinland-Pfalz,49.3539802,8.1350021
Neustadt an der Weinstraße,67434,,Rheinland-Pfalz,49.3539802,8.1350021
Neustadt an der Weinstraße,67435,,Rheinland-Pfalz,49.3539802,8.1350021
Neustadt bei Coburg,96465,Landkreis Coburg,Bayern,50.3283477,11.1226908
Neustadt (Dosse),16845,Landkreis Ostprignitz-Ruppin,Brandenburg,52.8550517,12.440522
Neustadt-Glewe,19306,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.393252,11.5753248
Neustadt in Holstein,23730,Kreis Ostholstein,Schleswig-Holstein,54.1029898,10.8186738
Neustadt in Sachsen,01844,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,51.0249519,14.2140882
Neustadt/Vogtland,08223,Vogtlandkreis,Sachsen,50.4625406,12.3334586
Neustadt/ Westerwald,56479,Westerwaldkreis,Rheinland-Pfalz,50.6301283,8.0396369
Neustadt (Wied),53577,Landkreis Neuwied,Rheinland-Pfalz,50.6215841,7.4260689
Neustetten,72149,Landkreis Tübingen,Baden-Württemberg,48.4776786,8.8659297
Neustrelitz,17235,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.3617163,13.0630004
Neutraubling,93073,Landkreis Regensburg,Bayern,48.9926567,12.1990753
Neutrebbin,15320,Landkreis Märkisch-Oderland,Brandenburg,52.6670589,14.2262364
Neu-Ulm,89231,Landkreis Neu-Ulm,Bayern,48.3953489,10.0005211
Neu-Ulm,89233,Landkreis Neu-Ulm,Bayern,48.3953489,10.0005211
Neuweiler,75389,Landkreis Calw,Baden-Württemberg,48.6588068,8.5969598
Neuwied,56564,Landkreis Neuwied,Rheinland-Pfalz,50.4302393,7.466302
Neuwied,56566,Landkreis Neuwied,Rheinland-Pfalz,50.4302393,7.466302
Neuwied,56567,Landkreis Neuwied,Rheinland-Pfalz,50.4302393,7.466302
Neuwittenbek,24161,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.3677304,10.0227773
Neuwittenbek,24214,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.3677304,10.0227773
Neu Wulmstorf,21629,Landkreis Harburg,Niedersachsen,53.4682413,9.7916569
Neu Zauche,15913,Landkreis Dahme-Spreewald,Brandenburg,51.9277481,14.0910539
Neuzelle,15898,Landkreis Oder-Spree,Brandenburg,52.0645736,14.62220807166081
Neverin,17039,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.62353295,13.342163564578744
Neversdorf,23816,Kreis Segeberg,Schleswig-Holstein,53.8629279,10.2858424
Newel,54309,Landkreis Trier-Saarburg,Rheinland-Pfalz,49.814366,6.5796265
Ney,56283,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.1838773,7.5365562
Nickenich,56645,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.4124083,7.3269472
Nidda,63667,Wetteraukreis,Hessen,50.4267,9.0286
Niddatal,61194,Wetteraukreis,Hessen,50.2833,8.83333
Nidderau,61130,Main-Kinzig-Kreis,Hessen,50.2290263,8.8762327
Nideggen,52385,Kreis Düren,Nordrhein-Westfalen,50.6913559,6.482614
Nieblum,25938,Kreis Nordfriesland,Schleswig-Holstein,54.6909807,8.4893511
Niebüll,25899,Kreis Nordfriesland,Schleswig-Holstein,54.7869088,8.8255846
Nieby,24395,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.7723415,9.934754
Nieden,17309,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,53.4393363,13.9221613
Niedenstein,34305,Schwalm-Eder-Kreis,Hessen,51.2152682,9.3061335
Niederahr,56414,Westerwaldkreis,Rheinland-Pfalz,50.4923999,7.8612223
Niederaichbach,84100,Landkreis Landshut,Bayern,48.6068504,12.3167686
Niederalben,66887,Landkreis Kusel,Rheinland-Pfalz,49.6060487,7.4676197
Niederalteich,94557,Landkreis Deggendorf,Bayern,48.7655635,13.0254067
Niederau,01689,Landkreis Meißen,Sachsen,51.1769324,13.5438827
Niederaula,36272,Landkreis Hersfeld-Rotenburg,Hessen,50.7961213,9.5891659
Niederbachheim,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.2481275,7.7643308
Niederbergkirchen,84494,Landkreis Mühldorf am Inn,Bayern,48.312232,12.5075581
Niederbösa,99718,Kyffhäuserkreis,Thüringen,51.2772129,10.9997495
Niederbreitbach,56589,Landkreis Neuwied,Rheinland-Pfalz,50.5300169,7.4176012
Niederbrombach,55767,Landkreis Birkenfeld,Rheinland-Pfalz,49.6865866,7.2450805
Niederburg,55432,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.1178256,7.6947472
Niederdorf,09366,Erzgebirgskreis,Sachsen,50.7288268,12.7885594
Niederdorfelden,61138,Main-Kinzig-Kreis,Hessen,50.1941493,8.8030419
Niederdreisbach,57520,Landkreis Altenkirchen,Rheinland-Pfalz,50.7453616,7.925745
Niederdürenbach,56651,Landkreis Ahrweiler,Rheinland-Pfalz,50.4566515,7.1832432
Niedere Börde,39326,Landkreis Börde,Sachsen-Anhalt,52.2396289,11.5298224
Niedere Börde,39345,Landkreis Börde,Sachsen-Anhalt,52.2396289,11.5298224
Niederelbert,56412,Westerwaldkreis,Rheinland-Pfalz,50.4089374,7.8119641
Niedererbach,56412,Westerwaldkreis,Rheinland-Pfalz,50.4266079,7.9760868
Niederer Fläming,14913,Landkreis Teltow-Fläming,Brandenburg,51.906123449999996,13.206351350872541
Niedereschach,78078,Schwarzwald-Baar-Kreis,Baden-Württemberg,48.1322546,8.5281173
Niederfell,56332,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.2906608,7.4626711
Niederfinow,16248,Landkreis Barnim,Brandenburg,52.8334154,13.9290729
Niederfischbach,57572,Landkreis Altenkirchen,Rheinland-Pfalz,50.8575031,7.8812782
Niederfrohna,09243,Landkreis Zwickau,Sachsen,50.8928503,12.7265445
Niederfüllbach,96489,Landkreis Coburg,Bayern,50.2198363,10.9845155
Niedergebra,99759,Landkreis Nordhausen,Thüringen,51.4216209,10.5991659
Niedergeckler,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.9697674,6.3048555
Niedergörsdorf,14913,Landkreis Teltow-Fläming,Brandenburg,51.9786523,12.986901
Niederhambach,55767,Landkreis Birkenfeld,Rheinland-Pfalz,49.6838689,7.2056748
Niederhausen,55585,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8024019,7.7816759
Niederhausen an der Appel,67822,Donnersbergkreis,Rheinland-Pfalz,49.7463536,7.8931059
Niederheimbach,55413,Landkreis Mainz-Bingen,Rheinland-Pfalz,50.034611,7.8059415
Nieder-Hilbersheim,55437,Landkreis Mainz-Bingen,Rheinland-Pfalz,49.91367,8.0421987
Niederhofen,56316,Landkreis Neuwied,Rheinland-Pfalz,50.5605611,7.6037231
Niederhorbach,76889,Landkreis Südliche Weinstraße,Rheinland-Pfalz,49.1160541,8.0327863
Niederhosenbach,55758,Landkreis Birkenfeld,Rheinland-Pfalz,49.7946583,7.3641991
Niederirsen,57589,Landkreis Altenkirchen,Rheinland-Pfalz,50.7467004,7.5959381
Niederkassel,53859,Rhein-Sieg-Kreis,Nordrhein-Westfalen,50.8137102,7.0351942
Niederkirchen,67700,Landkreis Kaiserslautern,Rheinland-Pfalz,49.5784546,7.6955565
Niederkirchen bei Deidesheim,67150,Landkreis Bad Dürkheim,Rheinland-Pfalz,49.4124185,8.2123084
Nieder Kostenz,55481,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.9432775,7.3662085
Niederkrüchten,41372,Kreis Viersen,Nordrhein-Westfalen,51.2000398,6.2196622
Niederkumbd,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.0134168,7.5357858
Niederlangen,49779,Landkreis Emsland,Niedersachsen,52.8572175,7.2805369
Niederlauch,54614,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.1613536,6.4274633
Niederlauer,97618,Landkreis Rhön-Grabfeld,Bayern,50.2961088,10.1789891
Niedermohr,66879,Landkreis Kaiserslautern,Rheinland-Pfalz,49.4596537,7.4647362
Niedermoschel,67822,Donnersbergkreis,Rheinland-Pfalz,49.7319742,7.7955022
Niedermurach,92545,Landkreis Schwandorf,Bayern,49.4499315,12.375679
Niedernberg,63843,Landkreis Miltenberg,Bayern,49.9158976,9.1366448
Niederneisen,65629,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.3353469,8.0551587
Niedernhall,74676,Hohenlohekreis,Baden-Württemberg,49.2946494,9.6165589
Niedernhausen,65527,Rheingau-Taunus-Kreis,Hessen,50.1614795,8.3175102
Niedernwöhren,31712,Landkreis Schaumburg,Niedersachsen,52.3519,9.1486
Niederöfflingen,54533,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,50.0582909,6.8868564
Nieder-Olm,55268,Landkreis Mainz-Bingen,Rheinland-Pfalz,49.9094108,8.2033406
Niederorschel,37355,Landkreis Eichsfeld,Thüringen,51.370347,10.4279187
Niederotterbach,76889,Landkreis Südliche Weinstraße,Rheinland-Pfalz,49.0615214,8.0460864
Niederpierscheid,54649,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.0789808,6.3731261
Niederraden,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.9821619,6.3282594
Niederrieden,87767,Landkreis Unterallgäu,Bayern,48.0578993,10.1839587
Niederroßbach,56479,Westerwaldkreis,Rheinland-Pfalz,50.6404014,8.034952
Niedersayn,56244,Westerwaldkreis,Rheinland-Pfalz,50.52864075,7.841504676446254
Niederscheidweiler,54533,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,50.0634216,6.9462093
Niederschlettenbach,76891,Landkreis Südwestpfalz,Rheinland-Pfalz,49.0859986,7.8449815
Niederschönenfeld,86694,Landkreis Donau-Ries,Bayern,48.7212974,10.932912
Niedersohren,55487,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.9291067,7.3321326
Niederstadtfeld,54570,Landkreis Vulkaneifel,Rheinland-Pfalz,50.1598716,6.7639564
Niederstaufenbach,66879,Landkreis Kusel,Rheinland-Pfalz,49.5284631,7.517952
Niederstedem,54634,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.9302779,6.4986224
Niedersteinebach,56593,Landkreis Altenkirchen,Rheinland-Pfalz,50.5998792,7.5072475
Niederstetten,97996,Main-Tauber-Kreis,Baden-Württemberg,49.4003232,9.9189607
Niederstotzingen,89168,Landkreis Heidenheim,Baden-Württemberg,48.5408791,10.2332512
Niedert,56291,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.1270259,7.5424283
Niedertaufkirchen,84494,Landkreis Mühldorf am Inn,Bayern,48.3299353,12.5496371
Niedertiefenbach,56368,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.2553853,7.8972125
Niedertrebra,99518,Landkreis Weimarer Land,Thüringen,51.0718,11.5856
Niederviehbach,84183,Landkreis Dingolfing-Landau,Bayern,48.6132948,12.3824459
Niederwallmenach,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.1645031,7.8117722
Niederwambach,57614,Landkreis Neuwied,Rheinland-Pfalz,50.6322828,7.5966938
Niederweiler,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.0315056,6.4431886
Niederweiler,55491,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,49.9094501,7.2839644
Niederweis,54298,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.8708613,6.4657339
Niederweis,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.8708613,6.4657339
Niederwerrn,97464,Landkreis Schweinfurt,Bayern,50.0610864,10.1821081
Niederwerth,56179,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.3955011,7.6096789
Niederwiesa,09577,Landkreis Mittelsachsen,Sachsen,50.8630791,13.0159707
Nieder-Wiesen,55234,Landkreis Alzey-Worms,Rheinland-Pfalz,49.7311961,7.9784587
Niederwinkling,94559,Landkreis Straubing-Bogen,Bayern,48.8856406,12.7951996
Niederwörresbach,55758,Landkreis Birkenfeld,Rheinland-Pfalz,49.7688844,7.335173
Niederwürschnitz,09399,Erzgebirgskreis,Sachsen,50.71989,12.7556602
Niederzier,52382,Kreis Düren,Nordrhein-Westfalen,50.8833,6.46667
Niederzissen,56651,Landkreis Ahrweiler,Rheinland-Pfalz,50.4585557,7.2225405
Niefern-Öschelbronn,75223,Enzkreis,Baden-Württemberg,48.909329549999995,8.802923414663928
Nieheim,33039,Kreis Höxter,Nordrhein-Westfalen,51.8039402,9.1112266
Niehl,54646,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.9541305,6.3628702
Niemegk,14823,Landkreis Potsdam-Mittelmark,Brandenburg,52.0749361,12.6889448
Niemetal,37127,Landkreis Göttingen,Niedersachsen,51.513389849999996,9.68832329032843
Nienborstel,24819,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.1349879,9.6201977
Nienburg (Saale),06429,Salzlandkreis,Sachsen-Anhalt,51.8371558,11.7675525
Nienburg/Weser,31582,Landkreis Nienburg/Weser,Niedersachsen,52.6410849,9.2181918
Nienbüttel,25596,Kreis Steinburg,Schleswig-Holstein,54.0326599,9.4182319
Niendorf bei Berkenthin,23919,Kreis Herzogtum Lauenburg,Schleswig-Holstein,53.7030849,10.6254572
Niendorf/Stecknitz,23881,Kreis Herzogtum Lauenburg,Schleswig-Holstein,53.5853015,10.6079799
Nienhagen,18211,Landkreis Rostock,Mecklenburg-Vorpommern,54.159117,11.955593
Nienhagen,29336,Landkreis Celle,Niedersachsen,52.5562464,10.106315
Nienstädt,31688,Landkreis Schaumburg,Niedersachsen,52.2961634,9.15951492702219
Nienwohld,23863,Kreis Stormarn,Schleswig-Holstein,53.7859116,10.1938058
Niepars,18442,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,54.281586,12.96741601894601
Niersbach,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,49.9402806,6.7412622
Nierstein,55283,Landkreis Mainz-Bingen,Rheinland-Pfalz,49.8710847,8.3365369
Niesgrau,24395,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.743102,9.8125501
Niesky,02906,Landkreis Görlitz,Sachsen,51.2921267,14.8250955
Nieste,34329,Landkreis Kassel,Hessen,51.3099456,9.6522229
Niestetal,34266,Landkreis Kassel,Hessen,51.3186979,9.586191
Nievern,56132,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.3378492,7.6808207
Nimritz,07381,Saale-Orla-Kreis,Thüringen,50.7002633,11.6520483
Nimshuscheid,54612,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.0992915,6.4904675
Nimsreuland,54614,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,50.1313778,6.4503483
Nindorf,25704,Kreis Dithmarschen,Schleswig-Holstein,54.0863712,9.1088621
Nindorf,24594,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.1321033,9.7079311
Nister,57645,Westerwaldkreis,Rheinland-Pfalz,50.6755364,7.8349393
Nisterau,56472,Westerwaldkreis,Rheinland-Pfalz,50.6581978,7.9879041
Nisterberg,56472,Landkreis Altenkirchen,Rheinland-Pfalz,50.6800175,7.9780672
Nister-Möhrendorf,56477,Westerwaldkreis,Rheinland-Pfalz,50.6574487,8.0762868
Nistertal,57647,Westerwaldkreis,Rheinland-Pfalz,50.6295816,7.8991605
Nittel,54453,Landkreis Trier-Saarburg,Rheinland-Pfalz,49.6534616,6.4434838
Nittenau,93149,Landkreis Schwandorf,Bayern,49.1980429,12.2718828
Nittendorf,93152,Landkreis Regensburg,Bayern,49.0250012,11.9593734
Nitz,56729,Landkreis Vulkaneifel,Rheinland-Pfalz,50.3333708,7.0220927
Nobitz,04603,Landkreis Altenburger Land,Thüringen,50.944708500000004,12.513075803772317
Nochern,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.177158,7.7245313
Nöda,99195,Landkreis Sömmerda,Thüringen,51.0692364,11.0182132
Noer,24214,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.462732,10.0042945
Nohen,55767,Landkreis Birkenfeld,Rheinland-Pfalz,49.6394166,7.2428138
Nohfelden,66625,Landkreis St. Wendel,Saarland,49.5870808,7.1430408
Nohn,54578,Landkreis Vulkaneifel,Rheinland-Pfalz,50.3298272,6.7867485
Nomborn,56412,Westerwaldkreis,Rheinland-Pfalz,50.4277081,7.913392
Nonnenhorn,88149,Landkreis Lindau,Bayern,47.5746467,9.6109806
Nonnweiler,66620,Landkreis St. Wendel,Saarland,49.6059466,6.9708379
Norath,56291,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,50.1245738,7.577742
Norddeich,25764,Kreis Dithmarschen,Schleswig-Holstein,54.2176341,8.9001752
Norddorf auf Amrum,25946,Kreis Nordfriesland,Schleswig-Holstein,54.6795702,8.3340657
Norden,26506,Landkreis Aurich,Niedersachsen,53.5942039,7.2067435
Nordendorf,86695,Landkreis Augsburg,Bayern,48.5955212,10.8317828
Nordenham,26954,Landkreis Wesermarsch,Niedersachsen,53.4973636,8.4820227
Norderbrarup,24392,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.6547824,9.7704275
Norderfriedrichskoog,25870,Kreis Nordfriesland,Schleswig-Holstein,54.4023104,8.8951256
Norderheistedt,25779,Kreis Dithmarschen,Schleswig-Holstein,54.2468747,9.1398564
Nordermeldorf,25704,Kreis Dithmarschen,Schleswig-Holstein,54.1168851,9.0187761
Norderney,26548,Landkreis Aurich,Niedersachsen,53.7056126,7.1438175
Norderstedt,22844,Kreis Segeberg,Schleswig-Holstein,53.7089898,9.9891914
Norderstedt,22846,Kreis Segeberg,Schleswig-Holstein,53.7089898,9.9891914
Norderstedt,22848,Kreis Segeberg,Schleswig-Holstein,53.7089898,9.9891914
Norderstedt,22850,Kreis Segeberg,Schleswig-Holstein,53.7089898,9.9891914
Norderstedt,22851,Kreis Segeberg,Schleswig-Holstein,53.7089898,9.9891914
Norderwöhrden,25746,Kreis Dithmarschen,Schleswig-Holstein,54.2,9.01667
Nordhackstedt,24980,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.7331706,9.1673612
Nordhalben,96365,Landkreis Kronach,Bayern,50.3606303,11.507229299740153
Nordharz,38855,Landkreis Harz,Sachsen-Anhalt,51.9065462,10.7624175
Nordharz,38871,Landkreis Harz,Sachsen-Anhalt,51.9065462,10.7624175
Nordhastedt,25785,Kreis Dithmarschen,Schleswig-Holstein,54.1722571,9.1797518
Nordhausen,99734,Landkreis Nordhausen,Thüringen,51.5051574,10.7925317
Nordheim,74226,Landkreis Heilbronn,Baden-Württemberg,49.1089606,9.1296243
Nordheim a.Main,97334,Landkreis Kitzingen,Bayern,49.8595044,10.1832485
Nordheim v.d.Rhön,97647,Landkreis Rhön-Grabfeld,Bayern,50.4778197,10.1839684
Nordhofen,56242,Westerwaldkreis,Rheinland-Pfalz,50.5166579,7.751508
Nordhorn,48527,Landkreis Grafschaft Bentheim,Niedersachsen,52.4359731,7.0707659
Nordhorn,48529,Landkreis Grafschaft Bentheim,Niedersachsen,52.4359731,7.0707659
Nordhorn,48531,Landkreis Grafschaft Bentheim,Niedersachsen,52.4359731,7.0707659
Nordkirchen,59394,Kreis Coesfeld,Nordrhein-Westfalen,51.7380176,7.5251792
Nordleda,21765,Landkreis Cuxhaven,Niedersachsen,53.7636939,8.8348337
Nördlingen,86720,Landkreis Donau-Ries,Bayern,48.8516578,10.4885873
Nordrach,77787,Ortenaukreis,Baden-Württemberg,48.4004384,8.083653
Nordsehl,31717,Landkreis Schaumburg,Niedersachsen,52.3551396,9.1855093
Nordstemmen,31171,Landkreis Hildesheim,Niedersachsen,52.1604925,9.7838751
Nordstrand,25845,Kreis Nordfriesland,Schleswig-Holstein,54.4873775,8.8652863
Nordwalde,48356,Kreis Steinfurt,Nordrhein-Westfalen,52.0841354,7.480264
Nordwestuckermark,17291,Landkreis Uckermark,Brandenburg,53.31705085,13.655372863261551
Norheim,55585,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.810658,7.8143823
Norken,57629,Westerwaldkreis,Rheinland-Pfalz,50.6719374,7.8966501
Norstedt,25884,Kreis Nordfriesland,Schleswig-Holstein,54.5882234,9.1272946
Nörten-Hardenberg,37176,Landkreis Northeim,Niedersachsen,51.6301845,9.9366014
Nörtershausen,56283,Landkreis Mayen-Koblenz,Rheinland-Pfalz,50.2269877,7.4806959
Northeim,37154,Landkreis Northeim,Niedersachsen,51.705401,9.9972782
Nortmoor,26845,Landkreis Leer,Niedersachsen,53.2462955,7.5685189
Nortorf,25554,Kreis Steinburg,Schleswig-Holstein,53.9137339,9.3280065
Nortorf,24589,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.1684689,9.8559648
Nortrup,49638,Landkreis Osnabrück,Niedersachsen,52.6141259,7.8594979
Nörvenich,52388,Kreis Düren,Nordrhein-Westfalen,50.8064333,6.6409632
Nossen,01683,Landkreis Meißen,Sachsen,51.1120091,13.3013976
Nossendorf,17111,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.9622784,12.9590279
Nossentiner Hütte,17214,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,53.5324174,12.4242076
Nostorf,19258,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,53.4068386,10.654659
Nothweiler,76891,Landkreis Südwestpfalz,Rheinland-Pfalz,49.0687679,7.7990093
Nottensdorf,21640,Landkreis Stade,Niedersachsen,53.4849682,9.6025143
Nottertal-Heilinger Höhen,99994,Unstrut-Hainich-Kreis,Thüringen,51.2317899,10.6535225
Nottfeld,24392,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.6182108,9.7714131
Nottleben,99192,Landkreis Gotha,Thüringen,50.965504,10.8452125
Nottuln,48301,Kreis Coesfeld,Nordrhein-Westfalen,51.9303369,7.3530743
Notzingen,73274,Landkreis Esslingen,Baden-Württemberg,48.6702793,9.4576949
Nübbel,24809,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,54.2726399,9.6202688
Nübel,24881,Kreis Schleswig-Flensburg,Schleswig-Holstein,54.5626626,9.5840413
Nüdlingen,97720,Landkreis Bad Kissingen,Bayern,50.2220683,10.1251541
Nufringen,71154,Landkreis Böblingen,Baden-Württemberg,48.6224388,8.8881021
Nümbrecht,51588,Oberbergischer Kreis,Nordrhein-Westfalen,50.9033978,7.5409481
Nünchritz,01612,Landkreis Meißen,Sachsen,51.3020569,13.3850546
Nünschweiler,66989,Landkreis Südwestpfalz,Rheinland-Pfalz,49.2239099,7.5039818
Nürburg,53520,Landkreis Ahrweiler,Rheinland-Pfalz,50.346702949999994,6.953525261700799
Nürnberg,90402,,Bayern,49.453872,11.077298
Nürnberg,90403,,Bayern,49.453872,11.077298
Nürnberg,90408,,Bayern,49.453872,11.077298
Nürnberg,90409,,Bayern,49.453872,11.077298
Nürnberg,90411,,Bayern,49.453872,11.077298
Nürnberg,90419,,Bayern,49.453872,11.077298
Nürnberg,90425,,Bayern,49.453872,11.077298
Nürnberg,90427,,Bayern,49.453872,11.077298
Nürnberg,90429,,Bayern,49.453872,11.077298
Nürnberg,90431,,Bayern,49.453872,11.077298
Nürnberg,90439,,Bayern,49.453872,11.077298
Nürnberg,90441,,Bayern,49.453872,11.077298
Nürnberg,90443,,Bayern,49.453872,11.077298
Nürnberg,90449,,Bayern,49.453872,11.077298
Nürnberg,90451,,Bayern,49.453872,11.077298
Nürnberg,90453,,Bayern,49.453872,11.077298
Nürnberg,90455,,Bayern,49.453872,11.077298
Nürnberg,90459,,Bayern,49.453872,11.077298
Nürnberg,90461,,Bayern,49.453872,11.077298
Nürnberg,90469,,Bayern,49.453872,11.077298
Nürnberg,90471,,Bayern,49.453872,11.077298
Nürnberg,90473,,Bayern,49.453872,11.077298
Nürnberg,90475,,Bayern,49.453872,11.077298
Nürnberg,90478,,Bayern,49.453872,11.077298
Nürnberg,90480,,Bayern,49.453872,11.077298
Nürnberg,90482,,Bayern,49.453872,11.077298
Nürnberg,90489,,Bayern,49.453872,11.077298
Nürnberg,90491,,Bayern,49.453872,11.077298
Nürtingen,72622,Landkreis Esslingen,Baden-Württemberg,48.6265854,9.3365463
Nusbaum,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,49.9153868,6.3417328
Nusplingen,72362,Zollernalbkreis,Baden-Württemberg,48.1318919,8.8905155
Nußbach,67759,Landkreis Kusel,Rheinland-Pfalz,49.6290283,7.6957241
Nußbaum,55569,Landkreis Bad Kreuznach,Rheinland-Pfalz,49.8000119,7.6136897
Nußdorf,83365,Landkreis Traunstein,Bayern,47.9056898,12.596737
Nußdorf am Inn,83131,Landkreis Rosenheim,Bayern,47.7422451,12.156916
Nusse,23896,Kreis Herzogtum Lauenburg,Schleswig-Holstein,53.6574275,10.580393
Nußloch,69226,Rhein-Neckar-Kreis,Baden-Württemberg,49.3228653,8.6959385
Nustrow,18195,Landkreis Rostock,Mecklenburg-Vorpommern,54.0154294,12.598184
Nüsttal,36167,Landkreis Fulda,Hessen,50.6326438,9.8629998
Nuthetal,14558,Landkreis Potsdam-Mittelmark,Brandenburg,52.317831,13.1331067
Nuthe-Urstromtal,14947,Landkreis Teltow-Fläming,Brandenburg,52.1311888,13.210377
Nutteln,25594,Kreis Steinburg,Schleswig-Holstein,53.9877634,9.3867184
Nützen,24568,Kreis Segeberg,Schleswig-Holstein,53.8653583,9.9207809
Oberahr,56414,Westerwaldkreis,Rheinland-Pfalz,50.5032704,7.8671361
Oberalben,66871,Landkreis Kusel,Rheinland-Pfalz,49.5784836,7.4003809
Oberammergau,82487,Landkreis Garmisch-Partenkirchen,Bayern,47.5972538,11.0635631
Oberarnbach,66851,Landkreis Kaiserslautern,Rheinland-Pfalz,49.3851521,7.5877705
Oberasbach,90522,Landkreis Fürth,Bayern,49.4303112,10.967555
Oberau,82496,Landkreis Garmisch-Partenkirchen,Bayern,47.5600469,11.1357072
Oberaudorf,83080,Landkreis Rosenheim,Bayern,47.6485636,12.1719882
Oberaula,36280,Schwalm-Eder-Kreis,Hessen,50.8440713,9.4747704
Oberaurach,97514,Landkreis Haßberge,Bayern,49.9218872,10.646610585362914
Oberbachheim,56355,Rhein-Lahn-Kreis,Rheinland-Pfalz,50.2459493,7.7489126
Oberbarnim,15377,Landkreis Märkisch-Oderland,Brandenburg,52.601103,14.016397437325864
Oberbergkirchen,84564,Landkreis Mühldorf am Inn,Bayern,48.3056741,12.3865738
Oberbettingen,54578,Landkreis Vulkaneifel,Rheinland-Pfalz,50.28599,6.6281685
Oberbillig,54331,Landkreis Trier-Saarburg,Rheinland-Pfalz,49.7109299,6.5043677
Oberbodnitz,07646,Saale-Holzland-Kreis,Thüringen,50.8114345,11.6589441
Oberboihingen,72644,Landkreis Esslingen,Baden-Württemberg,48.6475985,9.3668947
Oberbösa,99718,Kyffhäuserkreis,Thüringen,51.2886077,11.0153298
